Unnamed: 0,pregunta,opciones,respuesta,argumento,referencia
209,Una empresa acepta solicitudes de inscripción en formularios en papel escritos a mano. La empresa utiliza un proceso manual para ingresar los datos del formulario en sus sistemas backend. La empresa quiere automatizar el proceso escaneando los formularios y capturando los datos de inscripción de los archivos PDF escaneados. ¿Qué servicio de AWS debería utilizar la empresa para desarrollar este proceso?,"A. Reconocimiento de Amazon.
B. Extracto de texto de Amazon (Amazon Textract).
C. Transcripción de Amazon.
D. Amazon comprende.",B. Extracto de texto de Amazon.,"Amazon Textract es un servicio de aprendizaje automático (ML) que extrae automáticamente texto, escritura a mano y datos de documentos escaneados. Va más allá del simple reconocimiento óptico de caracteres (OCR) para identificar, comprender y extraer datos de formularios y tablas.",https://aws.amazon.com/textract/
210,"¿Qué servicio de AWS debería utilizar una empresa para organizar, caracterizar y buscar una gran cantidad de imágenes?","A. Transcripción de Amazon.
B. Reconocimiento de Amazon.
C. Aurora amazónica.
D. Amazon QuickSight.",B. Reconocimiento de Amazon.,Bibliotecas de imágenes y videos con capacidad de búsqueda: Amazon Rekognition permite realizar búsquedas en imágenes y videos almacenados para que pueda descubrir objetos y escenas que aparecen dentro de ellos.,https://docs.aws.amazon.com/rekognition/latest/dg/what-is.html
211,Una empresa de comercio electrónico quiere utilizar Amazon EC2 Auto Scaling para agregar y eliminar instancias EC2 según la utilización de la CPU. ¿Qué servicio o característica de AWS puede iniciar una acción de Amazon EC2 Auto Scaling para lograr este objetivo?,"A. Servicio de cola simple de Amazon (Amazon SQS).
B. Servicio de notificación simple de Amazon (Amazon SNS).
C. Gerente de sistemas AWS.
D. Alarma de Amazon CloudWatch.",D. Alarma de Amazon CloudWatch.,Amazon EC2 Auto Scaling admite los siguientes tipos de políticas de escalado dinámico: Escalado de seguimiento de objetivos: aumenta y disminuye la capacidad actual del grupo en función de una métrica de Amazon CloudWatch y un valor objetivo. Funciona de manera similar a la forma en que su termostato mantiene la temperatura de su hogar: usted selecciona una temperatura y el termostato hace el resto.,https://docs.aws.amazon.com/autoscaling/ec2/userguide/as-scale-based-on-demand.html
212,Una empresa quiere alojar un sistema de control de versiones privado para el código de su aplicación en la nube de AWS. ¿Qué servicio de AWS debería utilizar la empresa para cumplir con este requisito?,"A. AWS CodePipeline.
B. AWS CodeStar.
C. AWS CodeCommit.
D. AWS CodeDeploy.",C. AWS CodeCommit.,"AWS CodeCommit es un servicio de control de fuente administrado, seguro y altamente escalable que aloja repositorios Git privados. Facilita a los equipos la colaboración segura en código con contribuciones cifradas en tránsito y en reposo.","https://aws.amazon.com/codecommit/#:~:text=AWS%20CodeCommit%20is%20a%20secure,in%20transit%20and%20at%20rest."
213,¿Qué servicio o herramienta de AWS puede configurar una empresa para enviar notificaciones cuando se ha alcanzado o superado un umbral de gasto personalizado?,"A. AWS Budgets.
B. AWS Trusted Advisor.
C. AWS CloudTrail.
D. Soporte de AWS.",A. AWS Budgets.,"Con AWS Budgets, establezca presupuestos personalizados para realizar un seguimiento de sus costos y uso, y responda rápidamente a las alertas recibidas por correo electrónico o notificaciones de SNS si supera su umbral.",https://aws.amazon.com/aws-cost-management/aws-budgets/
214,¿Qué servicio de AWS se utiliza para alojar sitios web estáticos?,"A. Amazon S3.
B. Amazon Elastic Block Store (Amazon EBS).
C. AWS CloudFormation.
D. Sistema de archivos elástico de Amazon (Amazon EFS).",A. Amazon S3.,"Puede utilizar Amazon S3 para alojar un sitio web estático. En un sitio web estático, las páginas web individuales incluyen contenido estático. También pueden contener scripts del lado del cliente. Por el contrario, un sitio web dinámico depende del procesamiento del lado del servidor, incluidos scripts del lado del servidor, como PHP, JSP o ASP.NET. Amazon S3 no admite secuencias de comandos del lado del servidor, pero AWS tiene otros recursos para alojar sitios web dinámicos.",https://docs.aws.amazon.com/AmazonS3/latest/userguide/WebsiteHosting.html
215,¿Qué servicio de AWS contiene motores integrados para proteger las aplicaciones web que se ejecutan en la nube contra ataques de inyección SQL y secuencias de comandos entre sitios?,"A. AWS WAF.
B. AWS Shield Advanced.
C. Amazon GuardDuty.
D. Amazon Detective.",A. AWS WAF.,"AWS WAF es un firewall de aplicaciones web que ayuda a proteger las aplicaciones web de ataques al permitirle configurar reglas que permiten, bloquean o monitorean (cuentan) solicitudes web según las condiciones que usted defina. Estas condiciones incluyen direcciones IP, encabezados HTTP, cuerpo HTTP, cadenas URI, inyección SQL y secuencias de comandos entre sitios.","https://aws.amazon.com/waf/faqs/#:~:text=AWS%20WAF%20helps%20protects%20your,that%20contain%20particular%20request%20headers"
216,Una empresa posee licencias de software por núcleo. ¿Qué opción de compra de instancia Amazon EC2 debe utilizar la empresa para este tipo de licencia?,"A. Instancias reservadas.
B. Anfitriones dedicados.
C. Instancias puntuales.
D. Instancias dedicadas.",B. Anfitriones dedicados.,"Los hosts dedicados le permiten utilizar sus licencias de software existentes por socket, por núcleo o por VM, incluidas Windows Server, SQL Server, SUSE Linux Enterprise Server, Red Hat Enterprise Linux u otras licencias de software vinculadas a VM. sockets o núcleos físicos, sujetos a los términos de su licencia.",https://aws.amazon.com/ec2/dedicated-hosts/
217,"Una empresa necesita configurar la autenticación de usuario para una nueva aplicación. Los usuarios deben poder iniciar sesión directamente con un nombre de usuario y contraseña, o mediante un proveedor externo. ¿Qué servicio de AWS debería utilizar la empresa para cumplir con estos requisitos?","A. Inicio de sesión único de AWS.
B. Firmante de AWS.
C. Amazon Cognito.
D. Servicio de directorio de AWS.",C. Amazon Cognito.,"Amazon Cognito es una plataforma de identidad para aplicaciones web y móviles. Es un directorio de usuarios, un servidor de autenticación y un servicio de autorización para tokens de acceso OAuth 2.0 y credenciales de AWS. Con Amazon Cognito, puede autenticar y autorizar a los usuarios desde el directorio de usuarios integrado, desde su directorio empresarial y desde proveedores de identidad del consumidor como Google y Facebook.",https://docs.aws.amazon.com/cognito/latest/developerguide/what-is-amazon-cognito.html
218,El equipo de TI de una empresa gestiona clústeres de servidores de bases de datos MySQL. El equipo de TI tiene que parchear la base de datos y tomar instantáneas de respaldo de los datos en los clústeres. La empresa quiere trasladar esta carga de trabajo a AWS para que estas tareas se completen automáticamente. ¿Qué debe hacer la empresa para cumplir con estos requisitos?,"A. Implementar clústeres de servidores de bases de datos MySQL en instancias Amazon EC2.
B. Utilice Amazon RDS con una base de datos MySQL.
C. Utilice una plantilla de AWS CloudFormation para implementar servidores de bases de datos MySQL en instancias Amazon EC2.
D. Migrar todos los datos de la base de datos MySQL a Amazon S3.",B. Utilice Amazon RDS con una base de datos MySQL.,"Amazon RDS para MySQL le permite centrarse en el desarrollo de aplicaciones mediante la gestión de tareas de administración de bases de datos que consumen mucho tiempo, incluidas copias de seguridad, actualizaciones, parches de software, mejoras de rendimiento, supervisión, escalado y replicación.",https://aws.amazon.com/rds/mysql/
219,¿Cuál es el caso de uso principal de Amazon GuardDuty?,"A. Prevención de ataques DDoS.
B. Protección contra ataques de inyección SQL.
C. Monitoreo automático de amenazas a las cargas de trabajo de AWS.
D. Aprovisionamiento automático de recursos de AWS.",C. Monitoreo automático de amenazas a las cargas de trabajo de AWS.,"Supervise continuamente sus cuentas, instancias, cargas de trabajo de contenedores y sin servidor, usuarios, bases de datos y almacenamiento de AWS para detectar posibles amenazas. Amazon GuardDuty es un servicio de detección de amenazas que monitorea continuamente sus cuentas y cargas de trabajo de AWS en busca de actividad maliciosa y ofrece hallazgos de seguridad detallados para visibilidad y corrección.",https://aws.amazon.com/guardduty/
220,¿Qué afirmaciones explican el valor empresarial de la migración a la nube de AWS? (Escoge dos.),"A. La migración de aplicaciones empresariales a la nube de AWS hace que estas aplicaciones estén disponibles automáticamente en dispositivos móviles.
B. La disponibilidad y seguridad de AWS brindan la capacidad de mejorar los acuerdos de nivel de servicio (SLA) al tiempo que reducen el riesgo y el tiempo de inactividad no planificado.
C. Las empresas que migran a la nube de AWS eliminan la necesidad de planificar alta disponibilidad y recuperación ante desastres.
D. Las empresas que migran a la nube de AWS reducen los costos de TI relacionados con la infraestructura, liberando presupuesto para reinvertir en otras áreas.
E. Las aplicaciones se modernizan porque la migración a la nube de AWS requiere que las empresas rediseñen y reescriban todas las aplicaciones empresariales.","B. La disponibilidad y seguridad de AWS brindan la capacidad de mejorar los acuerdos de nivel de servicio (SLA) al tiempo que reducen el riesgo y el tiempo de inactividad no planificado.
D. Las empresas que migran a la nube de AWS reducen los costos de TI relacionados con la infraestructura, liberando presupuesto para reinvertir en otras áreas.","B. La migración a la nube de AWS brinda acceso a la infraestructura global de AWS, que ofrece alta disponibilidad y seguridad a las empresas. AWS proporciona SLA que garantizan la disponibilidad del servicio y reducen el tiempo de inactividad no planificado. Esto mejora la experiencia del cliente y reduce el riesgo empresarial. D. La migración a AWS brinda a las empresas la oportunidad de reducir los costos de TI relacionados con la infraestructura. Con AWS, no hay costos iniciales ni compromisos a largo plazo, y las empresas solo pagan por los recursos que utilizan. AWS proporciona una infraestructura elástica que permite a las empresas aumentar o reducir según la demanda, lo que ayuda a ahorrar costos.",https://pages.awscloud.com/global-in-gc-500-business-value-of-migration-whitepaper-learn.html?trk=9b32e983-a2c8-4455-b3a1-b385b54cba90&sc_channel=el
221,"Una empresa necesita identificar información de identificación personal (PII), como números de tarjetas de crédito, a partir de los datos almacenados en Amazon S3. ¿Qué servicio de AWS debería utilizar la empresa para cumplir con este requisito?","A. Amazon Inspector.
B. AWS Shield.
C. Amazon GuardDuty.
D. Amazon Macie.",D. Amazon Macie.,"Amazon Macie descubre datos confidenciales mediante el aprendizaje automático y la coincidencia de patrones, proporciona visibilidad de los riesgos de seguridad de los datos y permite la protección automatizada contra esos riesgos.",https://aws.amazon.com/macie/
222,"¿Qué servicios o herramientas de AWS están diseñados para proteger una carga de trabajo contra inyecciones de SQL, secuencias de comandos entre sitios y ataques DDoS? (Escoge dos.)","A. Punto final de la VPC.
B. Puerta de enlace privada virtual.
C. AWS Shield Standard.
D. Configuración de AWS.
E. AWS WAF.","C. AWS Shield Standard.
E. AWS WAF.","C. AWS Shield Standard: AWS Shield Standard es un servicio de protección DDoS (denegación de servicio distribuido) integrado proporcionado por AWS. Ayuda a proteger las aplicaciones contra ataques DDoS comunes y observados con mayor frecuencia. E. AWS WAF (Firewall de aplicaciones web): AWS WAF es un firewall de aplicaciones web que ayuda a proteger las aplicaciones web de vulnerabilidades web comunes, incluidas las inyecciones SQL y los ataques de secuencias de comandos entre sitios (XSS). Le permite definir reglas de seguridad personalizables para bloquear o permitir el tráfico en función de diversas condiciones y patrones.","https://aws.amazon.com/waf/, https://aws.amazon.com/shield/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order= desc"
223,Una empresa quiere pronosticar los costos y el uso futuros de los recursos de AWS en función del consumo pasado. ¿Qué servicio o herramienta de AWS proporcionará este pronóstico?,"A. AWS Cost and Usage Report.
B. Pronóstico del Amazonas.
C. AWS Pricing Calculator.
D. AWS Cost Explorer.",D. AWS Cost Explorer.,AWS Cost Explorer: AWS Cost Explorer proporciona informes y análisis de costos y uso. Incluye una función de pronóstico que utiliza datos históricos para proyectar costos y uso futuros. Esto le permite estimar y planificar gastos futuros en función de sus patrones de consumo anteriores.,https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
224,¿Qué servicios de AWS utilizan almacenamiento nativo de la nube que proporciona replicación en múltiples zonas de disponibilidad de forma predeterminada? (Escoge dos.),"A. Amazon ElastiCache.
B. Amazon RDS para Oracle.
C. Amazonas Neptuno.
D. Amazon DocumentDB (con compatibilidad con MongoDB).
E. Desplazamiento al Amazon Redshift.","C. Amazonas Neptuno.
D. Amazon DocumentDB (con compatibilidad con MongoDB).","C. Amazon Neptune: Amazon Neptune es un servicio de base de datos de gráficos totalmente administrado que proporciona alta durabilidad y disponibilidad al replicar datos en múltiples zonas de disponibilidad. Maneja automáticamente la replicación y conmutación por error de los datos para garantizar la durabilidad de los datos y minimizar el tiempo de inactividad. D. Amazon DocumentDB (con compatibilidad con MongoDB): Amazon DocumentDB es un servicio de base de datos de documentos compatible con MongoDB totalmente administrado. Utiliza almacenamiento nativo de la nube que replica datos en múltiples zonas de disponibilidad de forma predeterminada. Esto garantiza una alta disponibilidad y durabilidad de los datos, con conmutación por error automática en caso de fallo.",https://aws.amazon.com/neptune/faqs/. https://aws.amazon.com/documentdb/faqs/
225,¿Qué servicios de AWS no tienen servidor? (Escoge dos.),"A. AWS Fargate.
B. Streaming administrado por Amazon para Apache Kafka.
C. EMR de Amazon.
D. Amazon S3.
E. Amazon EC2.","A. AWS Fargate.
D.Amazon S3.","A. AWS Fargate: AWS Fargate es un motor informático sin servidor para contenedores. Le permite ejecutar contenedores sin administrar la infraestructura subyacente. Solo necesita definir su aplicación en contenedores, especificar los requisitos de recursos y AWS Fargate se encarga de aprovisionar y administrar los recursos informáticos necesarios. D. Amazon S3: Amazon S3 (Servicio de almacenamiento simple) es un servicio de almacenamiento de objetos duradero y altamente escalable. Se considera sin servidor porque puede simplemente almacenar y recuperar objetos sin la necesidad de aprovisionar o administrar ningún servidor. Pagas por el almacenamiento y la transferencia de datos que utilizas, sin preocuparte por el mantenimiento o el escalado del servidor.",https://aws.amazon.com/serverless/
226,"¿Qué tarea es responsabilidad de AWS, según el modelo de responsabilidad compartida de AWS?","A. Aplicar parches del sistema operativo invitado a instancias Amazon EC2.
B. Proporcionar seguimiento a los sistemas de gestión de información de recursos humanos (HRIM).
C. Realizar copias de seguridad automatizadas de instancias de Amazon RDS.
D. Optimizar los costos de ejecución de los servicios de AWS.",C. Realizar copias de seguridad automatizadas de instancias de Amazon RDS.,"AWS es responsable de administrar y mantener la infraestructura subyacente y los servicios proporcionados por AWS, incluidas las copias de seguridad automatizadas de servicios administrados como Amazon RDS (servicio de base de datos relacional). AWS se encarga de los aspectos operativos de la copia de seguridad de los datos almacenados en instancias RDS, garantizando la durabilidad y disponibilidad de los datos.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/UsingWithRDS.html
227,Una empresa necesita implementar una base de datos PostgreSQL en Amazon RDS. La base de datos debe tener alta disponibilidad y tolerancia a fallos. ¿Qué solución de AWS debería utilizar la empresa para cumplir con estos requisitos?,"A. Amazon RDS con una única zona de disponibilidad.
B. Instantáneas de Amazon RDS.
C. Amazon RDS con múltiples zonas de disponibilidad.
D. Servicio de migración de bases de datos de AWS (AWS DMS).",C. Amazon RDS con múltiples zonas de disponibilidad.,"Al elegir Amazon RDS con múltiples zonas de disponibilidad, la empresa puede beneficiarse de la replicación sincrónica automática de la base de datos en múltiples centros de datos en diferentes zonas de disponibilidad. Esta configuración proporciona redundancia y garantiza que la base de datos permanezca accesible incluso si una zona de disponibilidad completa deja de estar disponible debido a una falla o una interrupción. En tales casos, Amazon RDS conmuta automáticamente por error a la réplica en espera en otra zona de disponibilidad, lo que minimiza el tiempo de inactividad y garantiza una alta disponibilidad de la base de datos.",https://aws.amazon.com/rds/features/multi-az/
228,Una empresa quiere agregar identificación facial a su proceso de verificación de usuario en una aplicación. ¿Qué servicio de AWS debería utilizar la empresa para cumplir con este requisito?,"A. Amazona Polly.
B. Transcripción de Amazon.
C. Amazon Lex.
D. Reconocimiento de Amazon.",D. Reconocimiento de Amazon.,"Cuando proporciona una imagen que contiene un rostro, Amazon Rekognition detecta el rostro en la imagen, analiza los atributos faciales del rostro y luego devuelve una puntuación de confianza porcentual para el rostro y los atributos faciales que se detectan en la imagen.",https://docs.aws.amazon.com/rekognition/latest/dg/faces.html
229,Una empresa quiere tener la capacidad de cargar rápidamente sus aplicaciones en la nube de AWS sin necesidad de aprovisionar recursos subyacentes. ¿Qué servicio de AWS cumplirá con estos requisitos?,"A. AWS CloudFormation.
B. AWS Elastic Beanstalk.
C. AWS CodeDeploy.
D. AWS CodeCommit.",B. AWS Elastic Beanstalk.,"AWS Elastic Beanstalk es un servicio fácil de usar para implementar y escalar aplicaciones y servicios web desarrollados con Java, .NET, PHP, Node.js, Python, Ruby, Go y Docker en servidores conocidos como Apache, Nginx, Passenger. y IIS. Con Elastic Beanstalk, simplemente puede cargar su código y Elastic Beanstalk manejará automáticamente los detalles de implementación de aprovisionamiento de capacidad, equilibrio de carga y escalado automático de su aplicación. Puede monitorear fácilmente el rendimiento de su aplicación y acceder a los registros de su aplicación en la consola de Elastic Beanstalk, o integrar Elastic Beanstalk con otros servicios de AWS para agregar funciones como mensajería y almacenamiento de datos.",https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/Welcome.html
230,¿Qué servicio de AWS monitorea la utilización de la CPU en instancias de Amazon EC2?,"A. AWS CloudTrail.
B. Amazon Inspector.
C. Configuración de AWS.
D. Amazon CloudWatch.",D. Amazon CloudWatch.,"Puede monitorear sus instancias utilizando Amazon CloudWatch, que recopila y procesa datos sin procesar de Amazon EC2 en métricas legibles y casi en tiempo real. Estas estadísticas se registran por un período de 15 meses, para que pueda acceder a información histórica y obtener una mejor perspectiva del rendimiento de su aplicación o servicio web.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-cloudwatch.html
231,Una empresa necesita etiquetar sus recursos de AWS para que pueda categorizar y realizar un seguimiento de los costos. ¿Qué debe hacer la empresa para cumplir con este requisito?,"A. Utilice etiquetas de asignación de costos.
B. Utilice AWS Identity and Access Management (IAM).
C. Utilice AWS Organizations.
D. Utilice el informe de cobertura de AWS Cost Management.",A. Utilice etiquetas de asignación de costos.,"Puede utilizar etiquetas para organizar sus recursos y etiquetas de asignación de costos para realizar un seguimiento de sus costos de AWS en un nivel detallado. Después de activar las etiquetas de asignación de costos, AWS utiliza las etiquetas de asignación de costos para organizar sus costos de recursos en su informe de asignación de costos, para que le resulte más fácil categorizar y realizar un seguimiento de sus costos de AWS.",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html
232,Una empresa quiere que sus empleados tengan acceso a una infraestructura de escritorio virtual para acceder de forma segura a los escritorios proporcionados por la empresa a través de los dispositivos personales de los empleados. ¿Qué servicio de AWS debería utilizar la empresa para cumplir con estos requisitos?,"A. Amazon AppStream 2.0.
B. Sincronización de aplicaciones de AWS.
C. Amazon FSx para el servidor de archivos de Windows.
D. Espacios de trabajo de Amazon.",D. Espacios de trabajo de Amazon.,"Amazon WorkSpaces le permite aprovisionar escritorios virtuales de Microsoft Windows, Amazon Linux o Ubuntu Linux basados ​​en la nube para sus usuarios, conocidos como WorkSpaces. WorkSpaces elimina la necesidad de adquirir e implementar hardware o instalar software complejo. Puede agregar o eliminar usuarios rápidamente a medida que cambien sus necesidades. Los usuarios pueden acceder a sus escritorios virtuales desde múltiples dispositivos o navegadores web.",https://docs.aws.amazon.com/workspaces/latest/adminguide/amazon-workspaces.html
233,¿Qué tarea puede completar una empresa utilizando AWS Organizations?,"A. Realice un seguimiento de los estados de implementación de aplicaciones a nivel mundial.
B. Eliminar los recursos de AWS no utilizados y subutilizados en todas las cuentas.
C. Activar la protección DDoS en todas las cuentas.
D. Compartir recursos de Amazon EC2 adquiridos previamente entre cuentas.",B. Eliminar los recursos de AWS no utilizados y subutilizados en todas las cuentas.,B. Eliminar los recursos de AWS no utilizados y subutilizados en todas las cuentas: AWS Organizations es un servicio de administración que permite a las empresas consolidar varias cuentas de AWS en una organización que se puede administrar de forma centralizada. Permite a las empresas gestionar políticas y controlar el acceso a recursos en múltiples cuentas de una manera más eficiente. Uno de los beneficios clave de AWS Organizations es la capacidad de usarlo para optimizar costos eliminando recursos no utilizados y subutilizados en todas las cuentas.,"https://aws.amazon.com/organizations/, https://docs.aws.amazon.com/ram/latest/userguide/shareable.html"
234,A un usuario se le ha otorgado permiso para cambiar su propia contraseña de usuario de IAM. ¿Qué servicios de AWS puede utilizar el usuario para cambiar la contraseña? (Escoge dos.),"A. Interfaz de línea de comandos de AWS (AWS CLI).
B. AWS Key Management Service (AWS KMS).
C. Consola de administración de AWS.
D. Administrador de acceso a recursos de AWS (AWS RAM).
E. Administrador de secretos de AWS.","A. Interfaz de línea de comandos de AWS (AWS CLI).
C. Consola de administración de AWS.","Si se le ha otorgado permiso para cambiar su propia contraseña de usuario de IAM, puede utilizar una página especial en la Consola de administración de AWS para hacerlo. También puede utilizar la CLI de AWS o la API de AWS.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_user-change-own.html
235,Una empresa necesita ejecutar una aplicación en instancias Amazon EC2. Las instancias no podrán ser interrumpidas en ningún momento. La empresa necesita una opción de compra de instancia que no requiera compromiso a largo plazo ni pago por adelantado. ¿Qué opción de compra de instancia cumplirá estos requisitos de manera MÁS rentable?,"A. Instancias bajo demanda.
B. Instancias puntuales.
C. Anfitriones dedicados.
D. Instancias reservadas.",A. Instancias bajo demanda.,Le recomendamos que utilice instancias bajo demanda para aplicaciones con cargas de trabajo irregulares y de corto plazo que no se pueden interrumpir.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-on-demand-instances.html
236,Una empresa utiliza instancias de Amazon EC2 para ejecutar su aplicación web. La empresa utiliza instancias bajo demanda e instancias de spot. La empresa necesita visualizar su gasto mensual en ambos tipos de instancias. ¿Qué servicio o característica de AWS cumplirá con este requisito?,"A. AWS Cost Explorer.
B. AWS Budgets.
C. Amazon CloudWatch.
D. Categorías de costos de AWS.",A. AWS Cost Explorer.,"AWS Cost Explorer tiene una interfaz fácil de usar que le permite visualizar, comprender y administrar sus costos y uso de AWS a lo largo del tiempo.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
237,¿Qué tarea puede completar un usuario mediante AWS Identity and Access Management (IAM)?,"A. Validar la sintaxis JSON desde un archivo de configuración de la aplicación.
B. Analizar registros de una llamada de Amazon API Gateway.
C. Filtrar el tráfico hacia o desde una instancia Amazon EC2.
D. Otorgar permisos a aplicaciones que se ejecutan en instancias de Amazon EC2.",D. Otorgar permisos a aplicaciones que se ejecutan en instancias de Amazon EC2.,"Puede otorgar diferentes permisos a diferentes personas para diferentes recursos. Por ejemplo, puede permitir a algunos usuarios acceso completo a Amazon Elastic Compute Cloud (Amazon EC2), Amazon Simple Storage Service (Amazon S3), Amazon DynamoDB, Amazon Redshift y otros servicios de AWS. Para otros usuarios, puede permitir el acceso de solo lectura a solo algunos depósitos de S3, o permiso para administrar solo algunas instancias EC2, o acceder a su información de facturación, pero nada más.",https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction.html
238,Una empresa necesita generar informes para inteligencia empresarial y análisis operativos sobre petabytes de datos estructurados y semiestructurados. Estos informes se generan a partir de consultas SQL estándar sobre datos que se encuentran en un lago de datos de Amazon S3. ¿Qué servicio de AWS ofrece la capacidad de analizar estos datos?,"A. Amazon RDS.
B. Amazonas Neptuno.
C. Amazon DynamoDB.
D. Desplazamiento al Amazon Redshift.",D. Desplazamiento al Amazon Redshift.,"Amazon Redshift utiliza SQL para analizar datos estructurados y semiestructurados en almacenes de datos, bases de datos operativas y lagos de datos, utilizando hardware y aprendizaje automático diseñados por AWS para ofrecer el mejor precio y rendimiento a cualquier escala.",https://aws.amazon.com/redshift/
239,Un sistema se recupera automáticamente de una falla cuando una empresa lanza su carga de trabajo en la plataforma de servicios en la nube de AWS. ¿Qué pilar del marco de buena arquitectura de AWS demuestra esta situación?,"A. Optimización de costos.
B. Excelencia operativa.
C. Eficiencia del desempeño.
D. Confiabilidad.",D. Confiabilidad.,"En AWS, varios servicios y características, como Auto Scaling, Amazon RDS Multi-AZ y el control de versiones de Amazon S3, contribuyen a mejorar la confiabilidad de las cargas de trabajo al recuperarse automáticamente de fallas y mantener una alta disponibilidad. Al aprovechar estos servicios de AWS, las empresas pueden diseñar y crear aplicaciones que sean tolerantes a fallas y resistentes a interrupciones e interrupciones.",https://wa.aws.amazon.com/wellarchitected/2020-07-02T19-33-23/wat.pillar.reliability.en.html
240,¿Cuál de las siguientes describe las zonas locales de AWS?,"A. Un grupo de centros de datos en una ubicación geográfica.
B. Un sitio utilizado por Amazon CloudFront para almacenar en caché el contenido al que se accede con frecuencia.
C. Una extensión de una región de AWS a ubicaciones más granulares.
D. Uno o más centros de datos con red y energía redundantes.",C. Una extensión de una región de AWS a ubicaciones más granulares.,"Las zonas locales de AWS le permiten utilizar servicios de AWS seleccionados, como servicios de computación y almacenamiento, más cerca de más usuarios finales, brindándoles acceso de muy baja latencia a las aplicaciones que se ejecutan localmente. Las zonas locales de AWS también están conectadas a la región principal a través de la red privada redundante y de muy alto ancho de banda de Amazon, lo que brinda a las aplicaciones que se ejecutan en las zonas locales de AWS un acceso rápido, seguro y fluido al resto de los servicios de AWS.",https://aws.amazon.com/about-aws/global-infrastructure/localzones/faqs/
241,Una empresa minorista está migrando sus aplicaciones de infraestructura de TI desde las instalaciones a la nube de AWS. ¿Qué costes eliminará la empresa con esta migración? (Escoge dos.),"A. Costo de las operaciones del centro de datos.
B. Costo de la licencia de aplicaciones.
C. Costo de las campañas de marketing.
D. Costo del hardware del servidor físico.
E. Costo de la gestión de la red.","A. Costo de las operaciones del centro de datos.
D. Costo del hardware del servidor físico.","A. Costo de las operaciones del centro de datos: ejecutar y mantener un centro de datos local puede resultar costoso debido a diversos factores como la energía, la refrigeración, el espacio y el personal necesario para administrar las instalaciones del centro de datos. Con AWS Cloud, la empresa puede utilizar la infraestructura compartida y el modelo de precios de pago por uso, lo que elimina la necesidad de operar y mantener un centro de datos. D. Costo del hardware del servidor físico: la infraestructura de TI local requiere la compra y el mantenimiento de hardware del servidor físico. Con AWS Cloud, la empresa puede utilizar instancias virtualizadas proporcionadas por AWS y AWS administra el hardware subyacente. Esto reduce la necesidad de compras iniciales de hardware y los costos de mantenimiento.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
242,¿Cuál es el beneficio de migrar a la nube de AWS en términos de mejorar el tiempo de comercialización?,"A. Disminución de la velocidad de implementación.
B. Mayor seguridad de las aplicaciones.
C. Mayor agilidad empresarial.
D. Mayores capacidades de respaldo.",C. Mayor agilidad empresarial.,"Migrar a la nube de AWS puede mejorar significativamente el tiempo de comercialización de las empresas. AWS ofrece una amplia gama de servicios y características que permiten a las empresas implementar y escalar aplicaciones rápidamente, reduciendo el tiempo necesario para lanzar nuevos productos y servicios al mercado. Con AWS, las empresas pueden aprovisionar recursos, automatizar procesos y aprovechar servicios administrados rápidamente, lo que les permite centrarse más en la innovación y menos en la gestión de infraestructura.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
243,¿Cuáles de las siguientes son características de una aplicación sin servidor que se ejecuta en la nube de AWS? (Escoge dos.),"A. Los usuarios deben configurar manualmente las instancias de Amazon EC2.
B. Los usuarios pueden elegir entre sistemas operativos.
C. La aplicación tiene tolerancia a fallas incorporada.
D. Los usuarios pueden ejecutar instancias de spot de Amazon EC2.
E. La aplicación puede escalar según la demanda.","C. La aplicación tiene tolerancia a fallas incorporada.
E. La aplicación puede escalar según la demanda.","C. La aplicación tiene tolerancia a fallas incorporada: AWS se encarga de administrar la infraestructura subyacente y proporciona tolerancia a fallas incorporada. Por ejemplo, servicios como AWS Lambda y Amazon DynamoDB replican datos automáticamente y manejan fallas sin la necesidad de que los usuarios administren estos aspectos. E. La aplicación puede escalar según la demanda: las aplicaciones sin servidor pueden escalar automáticamente según la carga de trabajo entrante. Servicios como AWS Lambda y Amazon API Gateway manejan automáticamente el escalado para adaptarse a diferentes patrones de tráfico sin ninguna intervención manual.","https://aws.amazon.com/serverless/#:~:text=Serverless%20on%20AWS&text=AWS%20offers%20technologies%20for%20running,increase%20agility%20and%20optimize%20costs"
